market,symbol,quality_components,value_components,growth_components,momentum_components,low_risk_components,factor_count,core_factor_count,eligible_for_composite,component_count
us,BNIX,0,0,0,2,1,2,2,False,3
us,BNKD,0,3,0,2,0,2,2,False,5
us,BNKD.NB,0,0,0,0,0,0,0,False,0
us,BNKK,1,3,0,2,1,4,3,True,7
us,BNKK.NB,0,0,0,0,0,0,0,False,0
us,BNKU,0,3,0,2,0,2,2,False,5
us,BNKU.NB,0,0,0,0,0,0,0,False,0
us,BNL,1,1,0,2,1,4,3,True,5
us,BNL.NB,0,0,0,0,0,0,0,False,0
us,BNR,1,3,0,2,1,4,3,True,7
us,BNR.NB,0,0,0,0,0,0,0,False,0
us,BNREA,0,0,0,1,0,1,1,False,1
us,BNRG,1,3,0,2,1,4,3,True,7
us,BNRG.NB,0,0,0,0,0,0,0,False,0
us,BNS,0,0,0,2,1,2,2,False,3
us,BNS.NB,0,0,0,0,0,0,0,False,0
us,BNT,1,3,0,2,1,4,3,True,7
us,BNT.NB,0,0,0,0,0,0,0,False,0
us,BNTC,1,0,0,2,1,3,2,False,4
us,BNTC.NB,0,0,0,0,0,0,0,False,0
us,BNTX,1,3,0,2,1,4,3,True,7
us,BNTX.NB,0,0,0,0,0,0,0,False,0
us,BNTY,1,0,0,0,0,1,0,False,1
us,BNTY.NB,0,0,0,0,0,0,0,False,0
us,BNY,0,0,0,2,1,2,2,False,3
us,BNY.NB,0,0,0,0,0,0,0,False,0
us,BNY_PK,0,0,0,2,0,1,1,False,2
us,BNZI,1,0,0,2,1,3,2,False,4
us,BNZI.NB,0,0,0,0,0,0,0,False,0
us,BNZIW,0,3,0,2,1,3,3,True,6
us,BOAC.NB,0,0,0,0,0,0,0,False,0
us,BOBS,1,3,0,0,0,2,1,False,4
us,BOBS.NB,0,0,0,0,0,0,0,False,0
us,BOC,1,3,0,2,1,4,3,True,7
us,BOC.NB,0,0,0,0,0,0,0,False,0
us,BODI,1,3,0,2,1,4,3,True,7
us,BODI.NB,0,0,0,0,0,0,0,False,0
us,BOF,1,3,0,2,0,3,2,False,6
us,BOF.NB,0,0,0,0,0,0,0,False,0
us,BOH,1,0,0,2,1,3,2,False,4
us,BOH.NB,0,0,0,0,0,0,0,False,0
us,BOH_PA,0,0,0,2,1,2,2,False,3
us,BOH_PB,0,0,0,2,0,1,1,False,2
us,BOKF,1,3,0,2,1,4,3,True,7
us,BOKF.NB,0,0,0,0,0,0,0,False,0
us,BOLD,1,2,0,2,0,3,2,False,5
us,BOLD.NB,0,0,0,0,0,0,0,False,0
us,BOLT,1,3,0,2,1,4,3,True,7
us,BOLT.NB,0,0,0,0,0,0,0,False,0
us,BON,1,3,0,2,1,4,3,True,7
us,BON.NB,0,0,0,0,0,0,0,False,0
us,BOOM,1,3,0,2,1,4,3,True,7
us,BOOM.NB,0,0,0,0,0,0,0,False,0
us,BOOT,1,3,0,2,1,4,3,True,7
us,BOOT.NB,0,0,0,0,0,0,0,False,0
us,BORR,1,3,0,2,1,4,3,True,7
us,BORR.NB,0,0,0,0,0,0,0,False,0
us,BOSC,1,3,0,2,1,4,3,True,7
us,BOSC.NB,0,0,0,0,0,0,0,False,0
us,BOT,0,0,0,0,0,0,0,False,0
us,BOTJ,1,3,0,2,1,4,3,True,7
us,BOTJ.NB,0,0,0,0,0,0,0,False,0
us,BOUW,0,0,0,0,0,0,0,False,0
us,BOW,1,3,0,2,0,3,2,False,6
us,BOW.NB,0,0,0,0,0,0,0,False,0
us,BOWN,1,0,0,2,0,2,1,False,3
us,BOWN.NB,0,0,0,0,0,0,0,False,0
us,BOX,1,2,0,2,1,4,3,True,6
us,BOX.NB,0,0,0,0,0,0,0,False,0
us,BOXL,1,3,0,2,1,4,3,True,7
us,BOXL.NB,0,0,0,0,0,0,0,False,0
us,BP,1,2,0,2,1,4,3,True,6
us,BP.NB,0,0,0,0,0,0,0,False,0
us,BPAC,1,1,0,1,0,3,2,False,3
us,BPAC.NB,0,0,0,0,0,0,0,False,0
us,BPACR,0,2,0,0,0,1,1,False,2
us,BPACU,0,2,0,1,0,2,2,False,3
us,BPMC,1,0,0,2,1,3,2,False,4
us,BPMC.NB,0,0,0,0,0,0,0,False,0
us,BPOP,0,3,0,2,1,3,3,True,6
us,BPOP.NB,0,0,0,0,0,0,0,False,0
us,BPOPM,0,0,0,2,1,2,2,False,3
us,BPRN,0,0,0,2,1,2,2,False,3
us,BPRN.NB,0,0,0,0,0,0,0,False,0
us,BPTH,1,2,0,2,1,4,3,True,6
us,BPTH.NB,0,0,0,0,0,0,0,False,0
us,BPYPN,1,3,0,2,1,4,3,True,7
us,BPYPN.NB,0,0,0,0,0,0,0,False,0
us,BPYPO,1,3,0,2,1,4,3,True,7
us,BPYPO.NB,0,0,0,0,0,0,0,False,0
us,BPYPP,1,3,0,2,1,4,3,True,7
us,BPYPP.NB,0,0,0,0,0,0,0,False,0
us,BQ,1,3,0,2,1,4,3,True,7
us,BQ.NB,0,0,0,0,0,0,0,False,0
us,BR,1,0,0,2,1,3,2,False,4
us,BR.NB,0,0,0,0,0,0,0,False,0
us,BRAC,0,0,0,2,0,1,1,False,2
us,BRAG,1,3,0,2,1,4,3,True,7
us,BRAG.NB,0,0,0,0,0,0,0,False,0
us,BRAI,1,1,0,0,0,2,1,False,2
us,BRAI.NB,0,0,0,0,0,0,0,False,0
us,BRBI,0,3,0,1,0,2,2,False,4
us,BRBR,1,0,0,2,1,3,2,False,4
us,BRBR.NB,0,0,0,0,0,0,0,False,0
us,BRBS,0,1,0,2,1,3,3,True,4
us,BRBS.NB,0,0,0,0,0,0,0,False,0
us,BRC,1,0,0,2,1,3,2,False,4
us,BRC.NB,0,0,0,0,0,0,0,False,0
us,BRCB,1,2,0,1,0,3,2,False,4
us,BRCB.NB,0,0,0,0,0,0,0,False,0
us,BRCC,1,3,0,2,1,4,3,True,7
us,BRCC.NB,0,0,0,0,0,0,0,False,0
us,BRD.NB,0,0,0,0,0,0,0,False,0
us,BRDG,1,0,0,2,1,3,2,False,4
us,BRDG.NB,0,0,0,0,0,0,0,False,0
us,BREZ,0,0,0,0,0,0,0,False,0
us,BREZR,0,0,0,0,0,0,0,False,0
us,BRFH,1,3,0,2,1,4,3,True,7
us,BRFH.NB,0,0,0,0,0,0,0,False,0
us,BRFS,1,0,0,2,1,3,2,False,4
us,BRFS.NB,0,0,0,0,0,0,0,False,0
us,BRIA,1,1,0,2,0,3,2,False,4
us,BRIA.NB,0,0,0,0,0,0,0,False,0
us,BRID,1,0,0,2,1,3,2,False,4
us,BRID.NB,0,0,0,0,0,0,0,False,0
us,BRKA,1,3,0,2,1,4,3,True,7
us,BRKA.NB,0,0,0,0,0,0,0,False,0
us,BRKB,1,3,0,2,1,4,3,True,7
us,BRKB.NB,0,0,0,0,0,0,0,False,0
us,BRKH,0,0,0,0,0,0,0,False,0
us,BRKHM,0,0,0,0,0,0,0,False,0
us,BRKL,0,0,0,2,1,2,2,False,3
us,BRKL.NB,0,0,0,0,0,0,0,False,0
us,BRKR,1,3,0,2,1,4,3,True,7
us,BRKR.NB,0,0,0,0,0,0,0,False,0
us,BRKRP,0,3,0,1,0,2,2,False,4
us,BRLS,1,2,0,2,1,4,3,True,6
us,BRLS.NB,0,0,0,0,0,0,0,False,0
us,BRLSW,0,2,0,2,1,3,3,True,5
us,BRLT,1,3,0,2,1,4,3,True,7
us,BRLT.NB,0,0,0,0,0,0,0,False,0
us,BRMK.NB,0,0,0,0,0,0,0,False,0
us,BRN,1,0,0,2,1,3,2,False,4
us,BRN.NB,0,0,0,0,0,0,0,False,0
us,BRNS,1,3,0,2,1,4,3,True,7
us,BRNS.NB,0,0,0,0,0,0,0,False,0
us,BRO,1,0,0,2,1,3,2,False,4
us,BRO.NB,0,0,0,0,0,0,0,False,0
us,BROS,1,3,0,2,1,4,3,True,7
us,BROS.NB,0,0,0,0,0,0,0,False,0
us,BRP.NB,0,0,0,0,0,0,0,False,0
us,BRR,1,1,0,2,0,3,2,False,4
us,BRR.NB,0,0,0,0,0,0,0,False,0
us,BRRWW,0,2,0,2,0,2,2,False,4
us,BRSH,1,0,0,2,1,3,2,False,4
us,BRSH.NB,0,0,0,0,0,0,0,False,0
us,BRSL,1,3,0,2,1,4,3,True,7
us,BRSL.NB,0,0,0,0,0,0,0,False,0
us,BRSP,1,1,0,2,1,4,3,True,5
us,BRSP.NB,0,0,0,0,0,0,0,False,0
us,BRT,1,3,0,2,1,4,3,True,7
us,BRT.NB,0,0,0,0,0,0,0,False,0
us,BRTH,1,0,0,0,0,1,0,False,1
us,BRTH.NB,0,0,0,0,0,0,0,False,0
us,BRTX,1,3,0,2,1,4,3,True,7
us,BRTX.NB,0,0,0,0,0,0,0,False,0
us,BRUN,1,1,0,2,0,3,2,False,4
us,BRUN.NB,0,0,0,0,0,0,0,False,0
us,BRUNW,0,2,0,2,0,2,2,False,4
us,BRX,1,0,0,2,1,3,2,False,4
us,BRX.NB,0,0,0,0,0,0,0,False,0
us,BRY,1,0,0,2,1,3,2,False,4
us,BRY.NB,0,0,0,0,0,0,0,False,0
us,BRZE,1,3,0,2,1,4,3,True,7
us,BRZE.NB,0,0,0,0,0,0,0,False,0
us,BSAA,1,0,0,1,0,2,1,False,2
us,BSAA.NB,0,0,0,0,0,0,0,False,0
us,BSAAR,0,0,0,1,0,1,1,False,1
us,BSAAU,0,0,0,2,0,1,1,False,2
us,BSAC,1,3,0,2,1,4,3,True,7
us,BSAC.NB,0,0,0,0,0,0,0,False,0
us,BSBK,1,3,0,2,1,4,3,True,7
us,BSBK.NB,0,0,0,0,0,0,0,False,0
us,BSBR,0,0,0,2,1,2,2,False,3
us,BSBR.NB,0,0,0,0,0,0,0,False,0
us,BSET,1,0,0,2,1,3,2,False,4
us,BSET.NB,0,0,0,0,0,0,0,False,0
us,BSFC,1,2,0,2,1,4,3,True,6
us,BSFC.NB,0,0,0,0,0,0,0,False,0
us,BSIN,1,0,0,2,1,3,2,False,4
us,BSIN.NB,0,0,0,0,0,0,0,False,0
us,BSLK,0,0,0,2,1,2,2,False,3
us,BSLKW,0,0,0,0,0,0,0,False,0
us,BSME,0,0,0,0,0,0,0,False,0
us,BSP,0,0,0,0,0,0,0,False,0
us,BSQR.NB,0,0,0,0,0,0,0,False,0
us,BSRR,0,1,0,2,1,3,3,True,4
us,BSRR.NB,0,0,0,0,0,0,0,False,0
us,BSVN,1,0,0,2,1,3,2,False,4
us,BSVN.NB,0,0,0,0,0,0,0,False,0
us,BSX,1,1,0,2,1,4,3,True,5
us,BSX.NB,0,0,0,0,0,0,0,False,0
us,BSX_PA,0,0,0,0,0,0,0,False,0
us,BSY,1,3,0,2,1,4,3,True,7
us,BSY.NB,0,0,0,0,0,0,0,False,0
us,BTA,1,0,0,2,1,3,2,False,4
us,BTA.NB,0,0,0,0,0,0,0,False,0
us,BTAI,1,2,0,2,1,4,3,True,6
us,BTAI.NB,0,0,0,0,0,0,0,False,0
us,BTBD,1,0,0,2,1,3,2,False,4
us,BTBD.NB,0,0,0,0,0,0,0,False,0
us,BTBDW,0,3,0,2,1,3,3,True,6
us,BTBT,1,3,0,2,1,4,3,True,7
us,BTBT.NB,0,0,0,0,0,0,0,False,0
us,BTCS,1,3,0,2,1,4,3,True,7
us,BTCS.NB,0,0,0,0,0,0,0,False,0
us,BTCT,1,3,0,2,1,4,3,True,7
us,BTCT.NB,0,0,0,0,0,0,0,False,0
us,BTCY,1,2,0,2,1,4,3,True,6
us,BTCY.NB,0,0,0,0,0,0,0,False,0
us,BTDR,1,3,0,2,1,4,3,True,7
us,BTDR.NB,0,0,0,0,0,0,0,False,0
us,BTE,1,2,0,2,1,4,3,True,6
us,BTE.NB,0,0,0,0,0,0,0,False,0
us,BTFT,1,0,0,0,0,1,0,False,1
us,BTFT.NB,0,0,0,0,0,0,0,False,0
us,BTG,1,3,0,2,1,4,3,True,7
us,BTG.NB,0,0,0,0,0,0,0,False,0
us,BTGO,1,3,0,1,0,3,2,False,5
us,BTGO.NB,0,0,0,0,0,0,0,False,0
us,BTI,1,3,0,2,1,4,3,True,7
us,BTI.NB,0,0,0,0,0,0,0,False,0
us,BTM,1,3,0,2,1,4,3,True,7
us,BTM.NB,0,0,0,0,0,0,0,False,0
us,BTMD,1,2,0,2,1,4,3,True,6
us,BTMD.NB,0,0,0,0,0,0,0,False,0
us,BTMWW,0,3,0,2,1,3,3,True,6
us,BTOC,1,0,0,2,0,2,1,False,3
us,BTOC.NB,0,0,0,0,0,0,0,False,0
us,BTOG,1,3,0,2,1,4,3,True,7
us,BTOG.NB,0,0,0,0,0,0,0,False,0
us,BTQ,1,3,0,2,0,3,2,False,6
us,BTQ.NB,0,0,0,0,0,0,0,False,0
us,BTSG,1,0,0,2,0,2,1,False,3
us,BTSG.NB,0,0,0,0,0,0,0,False,0
us,BTSGU,0,3,0,2,0,2,2,False,5
us,BTTC,1,1,0,1,0,3,2,False,3
us,BTTC.NB,0,0,0,0,0,0,0,False,0
us,BTU,1,3,0,2,1,4,3,True,7
us,BTU.NB,0,0,0,0,0,0,0,False,0
us,BUD,1,3,0,2,1,4,3,True,7
us,BUD.NB,0,0,0,0,0,0,0,False,0
us,BUDA,1,0,0,1,0,2,1,False,2
us,BUDA.NB,0,0,0,0,0,0,0,False,0
us,BULL,1,0,0,2,1,3,2,False,4
us,BULL.NB,0,0,0,0,0,0,0,False,0
us,BULLW,0,3,0,2,1,3,3,True,6
us,BULZ,0,3,0,2,1,3,3,True,6
us,BUR,1,3,0,2,1,4,3,True,7
us,BUR.NB,0,0,0,0,0,0,0,False,0
us,BURL,1,3,0,2,1,4,3,True,7
us,BURL.NB,0,0,0,0,0,0,0,False,0
us,BURU,1,2,0,2,1,4,3,True,6
us,BURU.NB,0,0,0,0,0,0,0,False,0
us,BUSE,0,3,0,2,1,3,3,True,6
us,BUSE.NB,0,0,0,0,0,0,0,False,0
us,BUSEP,0,3,0,0,0,1,1,False,3
us,BUUU,1,2,0,1,0,3,2,False,4
us,BUUU.NB,0,0,0,0,0,0,0,False,0
us,BV,1,0,0,2,1,3,2,False,4
us,BV.NB,0,0,0,0,0,0,0,False,0
us,BVC,1,3,0,2,1,4,3,True,7
us,BVC.NB,0,0,0,0,0,0,0,False,0
us,BVFL,0,1,0,2,1,3,3,True,4
us,BVFL.NB,0,0,0,0,0,0,0,False,0
us,BVH.NB,0,0,0,0,0,0,0,False,0
us,BVN,1,1,0,2,1,4,3,True,5
us,BVN.NB,0,0,0,0,0,0,0,False,0
us,BVS,1,3,0,2,1,4,3,True,7
us,BVS.NB,0,0,0,0,0,0,0,False,0
us,BW,1,0,0,2,1,3,2,False,4
us,BW.NB,0,0,0,0,0,0,0,False,0
us,BWA,1,3,0,2,1,4,3,True,7
us,BWA.NB,0,0,0,0,0,0,0,False,0
us,BWAY,1,3,0,2,1,4,3,True,7
us,BWAY.NB,0,0,0,0,0,0,0,False,0
us,BWB,1,3,0,2,1,4,3,True,7
us,BWB.NB,0,0,0,0,0,0,0,False,0
us,BWBBP,0,3,0,2,1,3,3,True,6
us,BWEN,1,3,0,2,1,4,3,True,7
us,BWEN.NB,0,0,0,0,0,0,0,False,0
us,BWFG,0,0,0,2,1,2,2,False,3
us,BWFG.NB,0,0,0,0,0,0,0,False,0
us,BWGC,0,0,0,0,0,0,0,False,0
us,BWIN,1,3,0,2,1,4,3,True,7
us,BWIN.NB,0,0,0,0,0,0,0,False,0
us,BWIV,0,0,0,0,0,0,0,False,0
us,BWIV_T,0,0,0,0,0,0,0,False,0
us,BWLP,1,3,0,2,1,4,3,True,7
us,BWLP.NB,0,0,0,0,0,0,0,False,0
us,BWMN,1,3,0,2,1,4,3,True,7
us,BWMN.NB,0,0,0,0,0,0,0,False,0
us,BWMX,1,1,0,2,1,4,3,True,5
us,BWMX.NB,0,0,0,0,0,0,0,False,0
us,BWNB,0,2,0,2,1,3,3,True,5
us,BWXT,1,3,0,2,1,4,3,True,7
us,BWXT.NB,0,0,0,0,0,0,0,False,0
us,BW_PA,1,2,0,2,1,4,3,True,6
us,BW_PA.NB,0,0,0,0,0,0,0,False,0
us,BX,1,0,0,2,1,3,2,False,4
us,BX.NB,0,0,0,0,0,0,0,False,0
us,BXBL,0,0,0,0,0,0,0,False,0
us,BXC,1,3,0,2,1,4,3,True,7
us,BXC.NB,0,0,0,0,0,0,0,False,0
us,BXDC,0,0,0,0,0,0,0,False,0
us,BXMT,1,0,0,2,1,3,2,False,4
us,BXMT.NB,0,0,0,0,0,0,0,False,0
us,BXP,1,3,0,2,1,4,3,True,7
us,BXP.NB,0,0,0,0,0,0,0,False,0
us,BXP_PB,0,0,0,0,0,0,0,False,0
us,BXRX.NB,0,0,0,0,0,0,0,False,0
us,BXSL,1,3,0,2,1,4,3,True,7
us,BXSL.NB,0,0,0,0,0,0,0,False,0
us,BXS_PA,0,0,0,0,0,0,0,False,0
us,BXS_PA.NB,0,0,0,0,0,0,0,False,0
us,BY,0,0,0,2,1,2,2,False,3
us,BY.NB,0,0,0,0,0,0,0,False,0
us,BYAH,1,3,0,2,0,3,2,False,6
us,BYAH.NB,0,0,0,0,0,0,0,False,0
us,BYD,1,1,0,2,1,4,3,True,5
us,BYD.NB,0,0,0,0,0,0,0,False,0
us,BYFC,0,3,0,2,1,3,3,True,6
us,BYFC.NB,0,0,0,0,0,0,0,False,0
us,BYM,1,0,0,2,1,3,2,False,4
us,BYM.NB,0,0,0,0,0,0,0,False,0
us,BYND,1,2,0,2,1,4,3,True,6
us,BYND.NB,0,0,0,0,0,0,0,False,0
us,BYNO,1,0,0,2,1,3,2,False,4
us,BYNO.NB,0,0,0,0,0,0,0,False,0
us,BYRN,1,0,0,2,1,3,2,False,4
us,BYRN.NB,0,0,0,0,0,0,0,False,0
us,BYSI,1,2,0,2,1,4,3,True,6
us,BYSI.NB,0,0,0,0,0,0,0,False,0
us,BYU,0,0,0,2,1,2,2,False,3
us,BZ,1,2,0,2,1,4,3,True,6
us,BZ.NB,0,0,0,0,0,0,0,False,0
us,BZAI,1,0,0,2,1,3,2,False,4
us,BZAI.NB,0,0,0,0,0,0,0,False,0
us,BZAIW,0,3,0,2,1,3,3,True,6
us,BZFD,1,0,0,2,1,3,2,False,4
us,BZFD.NB,0,0,0,0,0,0,0,False,0
us,BZFDW,0,3,0,2,1,3,3,True,6
us,BZFL,0,0,0,0,0,0,0,False,0
us,BZH,1,0,0,2,1,3,2,False,4
us,BZH.NB,0,0,0,0,0,0,0,False,0
us,BZUN,1,3,0,2,1,4,3,True,7
us,BZUN.NB,0,0,0,0,0,0,0,False,0
us,C,0,2,0,2,1,3,3,True,5
us,C.NB,0,0,0,0,0,0,0,False,0
us,CAAP,1,3,0,2,1,4,3,True,7
us,CAAP.NB,0,0,0,0,0,0,0,False,0
us,CAAS,1,3,0,2,1,4,3,True,7
us,CAAS.NB,0,0,0,0,0,0,0,False,0
us,CABA,1,2,0,2,1,4,3,True,6
us,CABA.NB,0,0,0,0,0,0,0,False,0
us,CABO,1,3,0,2,1,4,3,True,7
us,CABO.NB,0,0,0,0,0,0,0,False,0
us,CABR,1,2,0,2,0,3,2,False,5
us,CABR.NB,0,0,0,0,0,0,0,False,0
us,CAC,1,3,0,2,1,4,3,True,7
us,CAC.NB,0,0,0,0,0,0,0,False,0
us,CACC,1,3,0,2,1,4,3,True,7
us,CACC.NB,0,0,0,0,0,0,0,False,0
us,CACI,1,0,0,2,1,3,2,False,4
us,CACI.NB,0,0,0,0,0,0,0,False,0
us,CADE,0,0,0,2,1,2,2,False,3
us,CADE_PA,0,0,0,2,1,2,2,False,3
us,CADL,1,2,0,2,1,4,3,True,6
us,CADL.NB,0,0,0,0,0,0,0,False,0
us,CAE,1,3,0,2,1,4,3,True,7
us,CAE.NB,0,0,0,0,0,0,0,False,0
us,CAEP,1,2,0,2,0,3,2,False,5
us,CAEP.NB,0,0,0,0,0,0,0,False,0
us,CAES,0,0,0,0,0,0,0,False,0
us,CAG,1,3,0,2,1,4,3,True,7
us,CAG.NB,0,0,0,0,0,0,0,False,0
us,CAH,1,0,0,2,1,3,2,False,4
us,CAH.NB,0,0,0,0,0,0,0,False,0
us,CAI,1,3,0,2,0,3,2,False,6
us,CAI.NB,0,0,0,0,0,0,0,False,0
us,CAII,0,1,0,0,0,1,1,False,1
us,CAJ.NB,0,0,0,0,0,0,0,False,0
us,CAKE,1,3,0,2,1,4,3,True,7
us,CAKE.NB,0,0,0,0,0,0,0,False,0
us,CAL,1,3,0,2,1,4,3,True,7
us,CAL.NB,0,0,0,0,0,0,0,False,0
us,CALB,1,0,0,2,1,3,2,False,4
us,CALB.NB,0,0,0,0,0,0,0,False,0
us,CALC,1,1,0,2,1,4,3,True,5
us,CALC.NB,0,0,0,0,0,0,0,False,0
us,CALM,1,3,0,2,1,4,3,True,7
us,CALM.NB,0,0,0,0,0,0,0,False,0
us,CALT,0,0,0,2,1,2,2,False,3
us,CALX,1,0,0,2,1,3,2,False,4
us,CALX.NB,0,0,0,0,0,0,0,False,0
us,CALY,1,0,0,2,1,3,2,False,4
us,CALY.NB,0,0,0,0,0,0,0,False,0
us,CAMP,1,3,0,2,0,3,2,False,6
us,CAMP.NB,0,0,0,0,0,0,0,False,0
us,CAMT,1,3,0,2,1,4,3,True,7
us,CAMT.NB,0,0,0,0,0,0,0,False,0
us,CAN,1,3,0,2,1,4,3,True,7
us,CAN.NB,0,0,0,0,0,0,0,False,0
us,CANF,1,3,0,2,1,4,3,True,7
us,CANF.NB,0,0,0,0,0,0,0,False,0
us,CANG,1,3,0,2,1,4,3,True,7
us,CANG.NB,0,0,0,0,0,0,0,False,0
us,CAPN,1,0,0,2,0,2,1,False,3
us,CAPN.NB,0,0,0,0,0,0,0,False,0
us,CAPNR,0,2,0,2,0,2,2,False,4
us,CAPNU,0,2,0,2,0,2,2,False,4
us,CAPR,1,3,0,2,1,4,3,True,7
us,CAPR.NB,0,0,0,0,0,0,0,False,0
us,CAPS,1,3,0,2,0,3,2,False,6
us,CAPS.NB,0,0,0,0,0,0,0,False,0
us,CAPT,1,0,0,2,1,3,2,False,4
us,CAPT.NB,0,0,0,0,0,0,0,False,0
us,CAPTW,0,0,0,0,0,0,0,False,0
us,CAQ,0,0,0,0,0,0,0,False,0
us,CAQUW,0,0,0,0,0,0,0,False,0
us,CAR,1,0,0,2,1,3,2,False,4
us,CAR.NB,0,0,0,0,0,0,0,False,0
us,CARD,0,3,0,2,0,2,2,False,5
us,CARE,0,3,0,2,1,3,3,True,6
us,CARE.NB,0,0,0,0,0,0,0,False,0
us,CARG,1,3,0,2,1,4,3,True,7
us,CARG.NB,0,0,0,0,0,0,0,False,0
us,CARL,1,3,0,2,0,3,2,False,6
us,CARL.NB,0,0,0,0,0,0,0,False,0
us,CARM,0,1,0,2,1,3,3,True,4
us,CARR,1,3,0,2,1,4,3,True,7
us,CARR.NB,0,0,0,0,0,0,0,False,0
us,CARS,1,3,0,2,1,4,3,True,7
us,CARS.NB,0,0,0,0,0,0,0,False,0
us,CART,1,3,0,2,0,3,2,False,6
us,CART.NB,0,0,0,0,0,0,0,False,0
us,CARU,0,3,0,2,0,2,2,False,5
us,CARV,0,0,0,2,1,2,2,False,3
us,CARV.NB,0,0,0,0,0,0,0,False,0
us,CASH,1,0,0,2,1,3,2,False,4
us,CASH.NB,0,0,0,0,0,0,0,False,0
us,CASI,1,3,0,2,1,4,3,True,7
us,CASI.NB,0,0,0,0,0,0,0,False,0
us,CASS,1,0,0,2,1,3,2,False,4
us,CASS.NB,0,0,0,0,0,0,0,False,0
us,CAST,1,0,0,0,0,1,0,False,1
us,CAST.NB,0,0,0,0,0,0,0,False,0
us,CASY,1,3,0,2,1,4,3,True,7
us,CASY.NB,0,0,0,0,0,0,0,False,0
us,CAT,1,3,0,2,1,4,3,True,7
us,CAT.NB,0,0,0,0,0,0,0,False,0
us,CATC,0,0,0,2,1,2,2,False,3
us,CATC.NB,0,0,0,0,0,0,0,False,0
us,CATO,1,3,0,2,1,4,3,True,7
us,CATO.NB,0,0,0,0,0,0,0,False,0
us,CATX,1,3,0,2,1,4,3,True,7
us,CATX.NB,0,0,0,0,0,0,0,False,0
us,CATY,0,0,0,2,1,2,2,False,3
us,CATY.NB,0,0,0,0,0,0,0,False,0
us,CAUD,0,0,0,2,0,1,1,False,2
us,CAVA,1,3,0,2,0,3,2,False,6
us,CAVA.NB,0,0,0,0,0,0,0,False,0
us,CB,1,1,0,2,1,4,3,True,5
us,CB.NB,0,0,0,0,0,0,0,False,0
us,CBAN,0,0,0,2,1,2,2,False,3
us,CBAN.NB,0,0,0,0,0,0,0,False,0
us,CBAT,1,3,0,2,1,4,3,True,7
us,CBAT.NB,0,0,0,0,0,0,0,False,0
us,CBAY.NB,0,0,0,0,0,0,0,False,0
us,CBB.NB,0,0,0,0,0,0,0,False,0
us,CBB_PB,1,0,0,0,0,1,0,False,1
us,CBB_PB.NB,0,0,0,0,0,0,0,False,0
us,CBC,1,3,0,2,1,4,3,True,7
us,CBC.NB,0,0,0,0,0,0,0,False,0
us,CBD.NB,0,0,0,0,0,0,0,False,0
us,CBFV,0,1,0,2,1,3,3,True,4
us,CBFV.NB,0,0,0,0,0,0,0,False,0
us,CBIO,1,2,0,2,1,4,3,True,6
us,CBIO.NB,0,0,0,0,0,0,0,False,0
us,CBK,0,3,0,1,0,2,2,False,4
us,CBK.NB,0,0,0,0,0,0,0,False,0
us,CBL,1,3,0,2,1,4,3,True,7
us,CBL.NB,0,0,0,0,0,0,0,False,0
us,CBLL,1,3,0,2,0,3,2,False,6
us,CBLL.NB,0,0,0,0,0,0,0,False,0
us,CBL_PD,1,0,0,0,0,1,0,False,1
us,CBL_PD.NB,0,0,0,0,0,0,0,False,0
us,CBL_PE,1,0,0,0,0,1,0,False,1
us,CBL_PE.NB,0,0,0,0,0,0,0,False,0
us,CBNA,0,3,0,2,0,2,2,False,5
us,CBNA.NB,0,0,0,0,0,0,0,False,0
us,CBNK,0,2,0,2,1,3,3,True,5
us,CBNK.NB,0,0,0,0,0,0,0,False,0
us,CBOE,1,3,0,2,1,4,3,True,7
us,CBOE.NB,0,0,0,0,0,0,0,False,0
us,CBRE,1,0,0,2,1,3,2,False,4
us,CBRE.NB,0,0,0,0,0,0,0,False,0
us,CBRG,1,0,0,2,1,3,2,False,4
us,CBRG.NB,0,0,0,0,0,0,0,False,0
us,CBRL,1,1,0,2,1,4,3,True,5
us,CBRL.NB,0,0,0,0,0,0,0,False,0
us,CBRS,0,2,0,0,0,1,1,False,2
us,CBSH,0,0,0,2,1,2,2,False,3
us,CBSH.NB,0,0,0,0,0,0,0,False,0
us,CBSHP,0,0,0,0,0,0,0,False,0
us,CBSHP.NB,0,0,0,0,0,0,0,False,0
us,CBT,1,0,0,2,1,3,2,False,4
us,CBT.NB,0,0,0,0,0,0,0,False,0
us,CBU,1,3,0,2,1,4,3,True,7
us,CBU.NB,0,0,0,0,0,0,0,False,0
us,CBUS,1,3,0,2,1,4,3,True,7
us,CBUS.NB,0,0,0,0,0,0,0,False,0
us,CBZ,1,3,0,2,1,4,3,True,7
us,CBZ.NB,0,0,0,0,0,0,0,False,0
us,CC,1,3,0,2,1,4,3,True,7
us,CC.NB,0,0,0,0,0,0,0,False,0
us,CCAP,1,0,0,2,1,3,2,False,4
us,CCAP.NB,0,0,0,0,0,0,0,False,0
us,CCAQ,1,0,0,2,0,2,1,False,3
us,CCAQ.NB,0,0,0,0,0,0,0,False,0
us,CCAQU,0,0,0,2,0,1,1,False,2
us,CCAQW,0,0,0,2,0,1,1,False,2
us,CCB,0,1,0,2,1,3,3,True,4
us,CCB.NB,0,0,0,0,0,0,0,False,0
us,CCBG,1,0,0,2,1,3,2,False,4
